TIPO DE SUCURSAL,NOMBRE DEL PRODUCTO,CLAVE DEL PRODUCTO,CATEGORIA (LINEA) DE PRODUCTO,UNIDAD DE MEDIDA (UNIDAD DE VENTA),¿SE VENDE EN EL PUNTO DE VENTA?,CODIGO DE BARRAS,DESCRIPCION LARGA,Peso ,Volumen ,DIAS PARA ENTREGARLO AL CLIENTE,METODO DE ABASTECIMIENTO,Seguimiento (Sin seguimiento/Lote/Serie,FECHA DE CADUCIDAD,DIAS ANTES DE CADUCAR,Días a Consumir preferentemente,Días para quitar el producto,Tipo ,Clave SAT ,Clave unidad SAT,DIAS DE GARANTIA,% COMISION VENDEDOR,% COMISION PARA REFERIDOS,Stock Optimo DE ESTE TIPO DE SUCURSAL,Punto de reorden DE ESTE TIPO DE SUCURSAL,Multiple de re-orden DE ESTE TIPO DE SUCURSAL,Precio del producto en este tipo de surcursal,Unidad de COMPRA,Costo promedio ,¿ Cuántos puntos abonan la compra de este producto/ servicio?,¿ Cuanto cuesta el producto en puntos?,TASA IVA,TASA IEPS,Almacen donde se ingresa automaticamente,Nombre del laboratorio,Nombre de la sustancia activa,NUMERO DE REGISTRO DE SENASICA,DEPARTAMENTO  ,TIPO DE CONTROL ,MARCA
,FASHION LAIDES M STRIPES 5m CINTA 25kg,FLEXFLMS,FLEXI,UNIDAD,Si,,FASHION LAIDES M STRIPES 5m CINTA 25kg,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,7,,0.05,,,,962.931000,UNIDAD,0.000000,,,16,,,FLEXI,,,ACCESORIOS,SIN CONTROL,FLEXI
,FLEXI MULTI BOX,FLEXMULTBOX,FLEXI,UNIDAD,Si,840317107838,FLEXI MULTI BOX,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,7,,0.05,,,,172.413793,UNIDAD,200.000000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,FUNTIME MEDIANA AZUL 5m CINTA 25kg,FLEXFMA,FLEXI,UNIDAD,Si,,FUNTIME MEDIANA AZUL 5m CINTA 25kg,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,7,,0.05,,,,617.241400,UNIDAD,0.000000,,,16,,,FLEXI,,,ACCESORIOS,SIN CONTROL,FLEXI
,FUNTIME MEDIANA LILA 5m CINTA 25kg,FLEXFML,FLEXI,UNIDAD,Si,,FUNTIME MEDIANA LILA 5m CINTA 25kg,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,7,,0.05,,,,617.241400,UNIDAD,0.000000,,,16,,,FLEXI,,,ACCESORIOS,SIN CONTROL,FLEXI
,FUNTIME MEDIANA ROSA 5m CINTA 25kg,FLEXFMR,FLEXI,UNIDAD,Si,,FUNTIME MEDIANA ROSA 5m CINTA 25kg,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,7,,0.05,,,,617.241400,UNIDAD,0.000000,,,16,,,FLEXI,,,ACCESORIOS,SIN CONTROL,FLEXI
,FUNTIME MEDIANA TURKIS 5m CINTA 25kg,FLEXFMT,FLEXI,UNIDAD,Si,,FUNTIME MEDIANA TURKIS 5m CINTA 25kg,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,7,,0.05,,,,617.241400,UNIDAD,0.000000,,,16,,,FLEXI,,,ACCESORIOS,SIN CONTROL,FLEXI
,FUNTIME MINI AZUL 3m CINTA 12kg,FLEXFXS A,FLEXI,UNIDAD,Si,,FUNTIME MINI AZUL 3m CINTA 12kg,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,7,,0.05,,,,296.551700,UNIDAD,0.000000,,,16,,,FLEXI,,,ACCESORIOS,SIN CONTROL,FLEXI
,FUNTIME MINI LILA 3m CINTA 12kg,FLEXFXS L,FLEXI,UNIDAD,Si,,FUNTIME MINI LILA 3m CINTA 12kg,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,7,,0.05,,,,296.551700,UNIDAD,0.000000,,,16,,,FLEXI,,,ACCESORIOS,SIN CONTROL,FLEXI
,FUNTIME MINI ROSA 3m CINTA 12kg,FLEXFXS RS,FLEXI,UNIDAD,Si,,FUNTIME MINI ROSA 3m CINTA 12kg,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,7,,0.05,,,,296.551700,UNIDAD,0.000000,,,16,,,FLEXI,,,ACCESORIOS,SIN CONTROL,FLEXI
,FUNTIME MINI TURKIS 3m CINTA 12kg,FLEXFXS T,FLEXI,UNIDAD,Si,,FUNTIME MINI TURKIS 3m CINTA 12kg,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,7,,0.05,,,,296.551700,UNIDAD,0.000000,,,16,,,FLEXI,,,ACCESORIOS,SIN CONTROL,FLEXI
,FUNTIME SMALL AZUL 5m CINTA 15kg,FLEXFSA,FLEXI,UNIDAD,Si,,FUNTIME SMALL AZUL 5m CINTA 15kg,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,7,,0.05,,,,510.344800,UNIDAD,0.000000,,,16,,,FLEXI,,,ACCESORIOS,SIN CONTROL,FLEXI
,FUNTIME SMALL LILA 5m CINTA 15kg,FLEXFSL,FLEXI,UNIDAD,Si,,FUNTIME SMALL LILA 5m CINTA 15kg,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,7,,0.05,,,,510.344800,UNIDAD,0.000000,,,16,,,FLEXI,,,ACCESORIOS,SIN CONTROL,FLEXI
,FUNTIME SMALL ROSA 5m CINTA 15kg,FLEXFSR,FLEXI,UNIDAD,Si,,FUNTIME SMALL ROSA 5m CINTA 15kg,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,7,,0.05,,,,510.344800,UNIDAD,0.000000,,,16,,,FLEXI,,,ACCESORIOS,SIN CONTROL,FLEXI
,FUNTIME SMALL TURKIS 5m CINTA 15kg,FLEXFST,FLEXI,UNIDAD,Si,,FUNTIME SMALL TURKIS 5m CINTA 15kg,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,7,,0.05,,,,510.344800,UNIDAD,0.000000,,,16,,,FLEXI,,,ACCESORIOS,SIN CONTROL,FLEXI
,GIANT ANTRANCITE 8m CINTA,FLEXGIANTAN,FLEXI,UNIDAD,Si,,GIANT ANTRANCITE 8m CINTA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,7,,0.05,,,,948.275900,UNIDAD,0.000000,,,16,,,FLEXI,,,ACCESORIOS,SIN CONTROL,FLEXI
,GIANT AZUL 8m CINTA,FLEXGIANTA,FLEXI,UNIDAD,Si,,GIANT AZUL 8m CINTA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,7,,0.05,,,,948.275900,UNIDAD,0.000000,,,16,,,FLEXI,,,ACCESORIOS,SIN CONTROL,FLEXI
,GIANT NEGRO 8m CINTA,FLEXGIANTN,FLEXI,UNIDAD,Si,,GIANT NEGRO 8m CINTA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,7,,0.05,,,,948.275900,UNIDAD,0.000000,,,16,,,FLEXI,,,ACCESORIOS,SIN CONTROL,FLEXI
,GIANT ROJO 8m CINTA,FLEXGIANTR,FLEXI,UNIDAD,Si,,GIANT ROJO 8m CINTA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,7,,0.05,,,,948.275900,UNIDAD,0.000000,,,16,,,FLEXI,,,ACCESORIOS,SIN CONTROL,FLEXI
,HAWAI  LILA 5m CINTA 15kg,FLEXFHL,FLEXI,UNIDAD,Si,,HAWAI  LILA 5m CINTA 15kg,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,7,,0.05,,,,532.758600,UNIDAD,0.000000,,,16,,,FLEXI,,,ACCESORIOS,SIN CONTROL,FLEXI
,HAWAI AMARILLO 5m CINTA 15kg,FLEXFHA,FLEXI,UNIDAD,Si,,HAWAI AMARILLO 5m CINTA 15kg,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,7,,0.05,,,,532.758600,UNIDAD,0.000000,,,16,,,FLEXI,,,ACCESORIOS,SIN CONTROL,FLEXI
,HAWAI NARANJA 5m CINTA 15kg,FLEXFHO,FLEXI,UNIDAD,Si,,HAWAI NARANJA 5m CINTA 15kg,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,7,,0.05,,,,532.758600,UNIDAD,0.000000,,,16,,,FLEXI,,,ACCESORIOS,SIN CONTROL,FLEXI
,HAWAI TURQUESA 5m CINTA 15kg,FLEXFHT,FLEXI,UNIDAD,Si,,HAWAI TURQUESA 5m CINTA 15kg,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,7,,0.05,,,,532.758600,UNIDAD,0.000000,,,16,,,FLEXI,,,ACCESORIOS,SIN CONTROL,FLEXI
,MY DESIGN #39 PAINT,FLEXMDP,FLEXI,UNIDAD,Si,,MY DESIGN #39 PAINT,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,7,,0.05,,,,242.241400,UNIDAD,0.000000,,,16,,,FLEXI,,,ACCESORIOS,SIN CONTROL,FLEXI
,MY DESIGN #40 JEANS,FLEXMDJ,FLEXI,UNIDAD,Si,,MY DESIGN #40 JEANS,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10131604,H87,7,,0.05,,,,242.241400,UNIDAD,0.000000,,,16,,,FLEXI,,,ACCESORIOS,SIN CONTROL,FLEXI
,"FRUITABLES CALABAZA Y ARANDANO 198GR
",FBS00216,FRU,UNIDAD,Si,895352002167,"FRUITABLES CALABAZA Y ARANDANO 198GR
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,171.551700,UNIDAD,82.342000,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,"FRUITABLES CALABAZA Y MANZANA 198GR
",FBS00213,FRU,UNIDAD,Si,895352002136,"FRUITABLES CALABAZA Y MANZANA 198GR
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,171.551700,UNIDAD,82.341714,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,"FRUITABLES CALABAZA Y MORA AZUL 198GR
",FBS00215,FRU,UNIDAD,Si,895352002150,"FRUITABLES CALABAZA Y MORA AZUL 198GR
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,171.551700,UNIDAD,82.341964,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,"FRUITABLES CALABAZA Y PLATANO 198GR
",FBS00214,FRU,UNIDAD,Si,895352002143,"FRUITABLES CALABAZA Y PLATANO 198GR
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,171.551700,UNIDAD,82.341905,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,FERULA AZUL 20 CM,GENFERA20,GENIA,UNIDAD,Si,,FERULA AZUL 20 CM,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42172016,H87,7,,0.05,,,,206.896600,UNIDAD,0.000000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,FERULA ROJA 30 CM,GENFERR30,GENIA,UNIDAD,Si,,FERULA ROJA 30 CM,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42172016,H87,7,,0.05,,,,219.827600,UNIDAD,0.000000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,FERULA VERDE 40 CM,GENFERV40,GENIA,UNIDAD,Si,,FERULA VERDE 40 CM,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42172016,H87,7,,0.05,,,,306.034500,UNIDAD,0.000000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,"GLAD TAPETE 1 PZ
",GLADTAPE100,GLAD,UNIDAD,Si,742797781921,"GLAD TAPETE 1 PZ
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,7,,0.05,,,,8.620690,UNIDAD,3.785074,,,16,,,,,,,SIN CONTROL,
,"GLAD TAPETE ENTRENADOR  14PZ
",GLADTAPE14,GLAD,UNIDAD,Si,742797781891,"GLAD TAPETE ENTRENADOR  14PZ
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111301,H87,7,,0.05,,,,112.068966,UNIDAD,58.493829,,,16,,,,,,,SIN CONTROL,
,ADEREZO DE ATUN 250ML,GPETADEATUN,GPET,UNIDAD,Si,7501856500513,ADEREZO DE ATUN 250ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121805,H87,7,,0.05,,,,128.448300,UNIDAD,89.620000,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,ADEREZO DE TERNERA 250ML,GPETADETER,GPET,UNIDAD,Si,7501856500520,ADEREZO DE TERNERA 250ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121802,H87,7,,0.05,,,,128.448300,UNIDAD,89.492754,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,ADEREZO DE TOCINO 250ML,GPETADETOC,GPET,UNIDAD,Si,7501856500155,ADEREZO DE TOCINO 250ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121802,H87,7,,0.05,,,,128.448300,UNIDAD,89.620000,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,ADULTO CONTROL PERFECTO 2 KG,GPETCON02,GPET,UNIDAD,Si,7501856504351,ADULTO CONTROL PERFECTO 2 KG,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121800,H87,7,,0.05,,,,404.310345,UNIDAD,236.070000,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,ADULTO PIEL Y PELO SALUDABLE 2 KG,GPETSKI2,GPET,UNIDAD,Si,7501856504375,ADULTO PIEL Y PELO SALUDABLE 2 KG,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121800,H87,7,,0.05,,,,410.344828,UNIDAD,239.890000,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,ADULTO RAZA PEQUEÑA 2 KG,GPETADRP2,GPET,UNIDAD,Si,7501856504276,ADULTO RAZA PEQUEÑA 2 KG,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121800,H87,7,,0.05,,,,377.586207,UNIDAD,220.840000,,,16,,,,,,,SIN CONTROL,
,ADULTO VIDA PLENA 2 KG,GPETVID2,GPET,UNIDAD,Si,7501856504337,ADULTO VIDA PLENA 2 KG,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121800,H87,7,,0.05,,,,391.379310,UNIDAD,228.460000,,,16,,,,,,,SIN CONTROL,
,CACHORRO RAZA PEQUEÑA 2 KG,GPETCARP2,GPET,UNIDAD,Si,7501856504313,CACHORRO RAZA PEQUEÑA 2 KG,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121800,H87,7,,0.05,,,,397.413793,UNIDAD,232.290000,,,16,,,,,,,SIN CONTROL,
,FELINE INDOOR ADULT 2 KG,GPETINDO02,GPET,UNIDAD,Si,7501856505570,FELINE INDOOR ADULT 2 KG,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121800,H87,7,,0.05,,,,412.931034,UNIDAD,241.520000,,,16,,,,,,,SIN CONTROL,
,FELINE KITTEN 2 KG,GPETKIT2,GPET,UNIDAD,Si,7501856505563,FELINE KITTEN 2 KG,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121800,H87,7,,0.05,,,,433.620690,UNIDAD,253.240000,,,16,,,,,,,SIN CONTROL,
,NG CARNE Y FRUTOS ROJOS DEL BOSQUE 100 G,GPETFR,GPET,UNIDAD,Si,7501856500926,NG CARNE Y FRUTOS ROJOS DEL BOSQUE 100 G,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121802,H87,7,,0.05,,,,25.862100,UNIDAD,14.346667,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,PAPILLA CACHORRO 600GRS,GPETPAPICA,GPET,UNIDAD,Si,,PAPILLA CACHORRO 600GRS,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121803,H87,7,,0.05,,,,346.551700,UNIDAD,147.840000,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,POUCH GATO ATUN SALMON 85GRS,GPETSALAT,GPET,UNIDAD,Si,7501856500902,POUCH GATO ATUN SALMON 85GRS,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121805,H87,7,,0.05,,,,15.517200,UNIDAD,7.590000,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,POUCH GATO PESCADO-FINAS HIERBAS 85 G,GPETPES,GPET,UNIDAD,Si,7501856500933,POUCH GATO PESCADO-FINAS HIERBAS 85 G,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121800,H87,7,,0.05,,,,19.827600,UNIDAD,14.630000,,,16,,,,,,,SIN CONTROL,
,POUCH PAVO Y POLLO 100GRS,GPETPAVPOL,GPET,UNIDAD,Si,7501856500896,POUCH PAVO Y POLLO 100GRS,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121802,H87,7,,0.05,,,,15.517200,UNIDAD,7.590000,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,POUCH TERNERA CORDERO 100GRS,CPETTERCOR,GPET,UNIDAD,Si,7501856500919,POUCH TERNERA CORDERO 100GRS,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121802,H87,7,,0.05,,,,15.517200,UNIDAD,7.590000,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,RECETA CORDERO,GPETRCOR,GPET,UNIDAD,Si,7501856504450,RECETA CORDERO,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121800,H87,7,,0.05,,,,25.862100,UNIDAD,12.222000,,,16,,,,,,,SIN CONTROL,
,RECETA DE PAVO,GPETRPAV,GPET,UNIDAD,Si,7501856504443,RECETA DE PAVO,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121800,H87,7,,0.05,,,,25.862100,UNIDAD,12.000000,,,16,,,,,,,SIN CONTROL,
,SUSTITUTO DE LECHE CACHORRO 600GRS,GPETSUSTLECACH,GPET,UNIDAD,Si,7501856504818,SUSTITUTO DE LECHE CACHORRO 600GRS,0.000,0.000,,,Lote,si,30,15,1,Almacenable,50131704,H87,7,,0.05,,,,405.172400,UNIDAD,255.200000,,,16,,,,,,ALIMENTOS,SIN CONTROL,
,SUSTITUTO DE LECHEGATO 500 G,GPETSUSKIT,GPET,UNIDAD,Si,7501856506737,SUSTITUTO DE LECHEGATO 500 G,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121800,H87,7,,0.05,,,,424.137931,UNIDAD,267.160000,,,16,,,,,,,SIN CONTROL,
,TREATS CORAZÓN DE RES 100 G,GPETCOR,GPET,UNIDAD,Si,7501856504849,TREATS CORAZÓN DE RES 100 G,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121800,H87,7,,0.05,,,,132.758600,UNIDAD,93.108808,,,16,,,,,,,SIN CONTROL,
,TREATS HIGADO DE RES 100 GR,GPETHIG,GPET,UNIDAD,Si,7501856504832,TREATS HIGADO DE RES 100 GR,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121800,H87,7,,0.05,,,,125.862100,UNIDAD,88.553782,,,16,,,,,,,SIN CONTROL,
,HALTI NO PULL HARNES LARGE,HALTPULHARNEL,HALTI,UNIDAD,Si,886284153201,HALTI NO PULL HARNES LARGE,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,7,,0.05,,,,688.793103,UNIDAD,"1,000.000000",,,16,,,,,,ACCESORIOS,SIN CONTROL,
,HALTI NO PULL HARNES MEDIUM,HALTPULHARNEM,HALTI,UNIDAD,Si,886284152204,HALTI NO PULL HARNES MEDIUM,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,7,,0.05,,,,662.068966,UNIDAD,800.000000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,HALTI NO PULL HARNES SMALL,HALTPULHARNES,HALTI,UNIDAD,Si,886284151207,HALTI NO PULL HARNES SMALL,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,7,,0.05,,,,430.172414,UNIDAD,600.000000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,HALTI OPTIFIT HEADCOLLAR LARGE,HALOPTHEADLAR,HALTI,UNIDAD,Si,886284126205,HALTI OPTIFIT HEADCOLLAR LARGE,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,7,,0.05,,,,634.482759,UNIDAD,"1,000.000000",,,16,,,,,,ACCESORIOS,SIN CONTROL,
,HALTI OPTIFIT HEADCOLLAR MEDIUM,HALOPTHEADMED,HALTI,UNIDAD,Si,886284125208,HALTI OPTIFIT HEADCOLLAR MEDIUM,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,7,,0.05,,,,613.793103,UNIDAD,800.000000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,HALTI OPTIFIT HEADCOLLAR SMALL,HALOPTHEADSMA,HALTI,UNIDAD,Si,886284124201,HALTI OPTIFIT HEADCOLLAR SMALL,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,7,,0.05,,,,593.103448,UNIDAD,600.000000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,HALTI TRAINING LEAD LARGE,HALTLARG,HALTI,UNIDAD,Si,886284143202,HALTI TRAINING LEAD LARGE,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,7,,0.05,,,,582.758621,UNIDAD,800.000000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,HALTI TRAINING LEAD SMALL,HALTSMALL,HALTI,UNIDAD,Si,886284141208,HALTI TRAINING LEAD SMALL,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,7,,0.05,,,,430.172414,UNIDAD,400.000000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,BENDAVAL PLUS 30 TAB,HALBENTAB,HALV,UNIDAD,Si,,BENDAVAL PLUS 30 TAB,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51101700,H87,7,,0.05,,,,709.000000,UNIDAD,114.250000,,,0,,,HALVET,,,MEDICAMENTOS,GRUPO 2,HALVET
,BENDAVAL PLUS SUSPENSION 100 ML,HALBEND100,HALV,UNIDAD,Si,,BENDAVAL PLUS SUSPENSION 100 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51101700,H87,7,,0.05,,,,311.000000,UNIDAD,72.750000,,,0,,,HALVET,,,MEDICAMENTOS,GRUPO 2,HALVET
,BRAVO ATOM 500ML,HALBRAV,HALV,UNIDAD,Si,7506342201387,BRAVO ATOM 500ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111305,H87,7,,0.05,,,,424.000000,UNIDAD,0.000000,,,,6,,,,,MEDICAMENTOS,SIN CONTROL,
,BRAVO JABON 80 GRS,HALBRAVJAB,HALV,UNIDAD,Si,7506342200359,BRAVO JABON 80 GRS,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,80.000000,UNIDAD,34.688889,,,,6,,,,,MEDICAMENTOS,SIN CONTROL,
,"BRAVO SHAMPOO 200 ML
",HALBRAVSHA,HALV,UNIDAD,Si,7506342200014,"BRAVO SHAMPOO 200 ML
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,144.000000,UNIDAD,67.500000,,,,6,,,,,MEDICAMENTOS,SIN CONTROL,
,"BRAVO SPRAY 250ML
",HALBRAVSP,HALV,UNIDAD,Si,7506342200069,"BRAVO SPRAY 250ML
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,355.660400,UNIDAD,188.500000,,,,6,,,,,MEDICAMENTOS,SIN CONTROL,
,"ESCUDERM SHAMPOO 250 ML
",HALESCUSHAM,HALV,UNIDAD,Si,7506342200113,"ESCUDERM SHAMPOO 250 ML
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,230.000000,UNIDAD,100.801496,,,0,,,,,,MEDICAMENTOS,SIN CONTROL,
,ESCUDERM SPRAY 60ML,HALESCUSPRAY,HALV,UNIDAD,Si,7506342200182,ESCUDERM SPRAY 60ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,175.000000,UNIDAD,90.695707,,,0,,,,,,MEDICAMENTOS,SIN CONTROL,
,GOTIKAS (RECETA CUANTIFICADA),HALGOTIK,HALV,UNIDAD,Si,7506342200038,GOTIKAS (RECETA CUANTIFICADA),0.000,0.000,,,Lote,si,30,15,1,Almacenable,51102600,H87,7,,0.05,,,,177.000000,UNIDAD,90.926548,,,0,,,HALVET,,,MEDICAMENTOS,GRUPO 1,HALVET
,JABON TERZOO 80 GRS,HALJABTER,HALV,UNIDAD,Si,7506342201035,JABON TERZOO 80 GRS,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,73.000000,UNIDAD,34.000000,,,16,,,,,,MEDICAMENTOS,SIN CONTROL,
,NEUTRAC 30 TABS,HALNEUT30,HALV,UNIDAD,Si,7506342200809,NEUTRAC 30 TABS,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,204.000000,UNIDAD,97.868363,,,0,,,,,,MEDICAMENTOS,SIN CONTROL,
,NEUTRAC INY 50ML (RANITIDINA),HALNEUINY50,HALV,UNIDAD,Si,7506342200823,NEUTRAC INY 50ML (RANITIDINA),0.000,0.000,,,Lote,si,30,15,1,Almacenable,51102600,H87,7,,0.05,,,,246.000000,UNIDAD,102.000000,,,0,,,HALVET,,,MEDICAMENTOS,SIN CONTROL,HALVET
,OPTIGEN 5 ML,HALOPT5,HALV,UNIDAD,Si,7506342200205,OPTIGEN 5 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,88.000000,UNIDAD,44.000000,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,RESPAIRE 200 MG 30 TAB,HALRES6,HALV,UNIDAD,Si,7506342200922,RESPAIRE 200 MG 30 TAB,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51102600,H87,7,,0.05,,,,293.000000,UNIDAD,119.000000,,,0,,,HALVET,,,MEDICAMENTOS,SIN CONTROL,HALVET
,SHAMPOO TERZOO 250ML,HALSHAMTER,HALV,UNIDAD,Si,7506342201028,SHAMPOO TERZOO 250ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,168.000000,UNIDAD,78.500000,,,16,,,,,,MEDICAMENTOS,SIN CONTROL,
,TOMO FCO 100 ML,HALTOM100,HALV,UNIDAD,Si,7506342200137,TOMO FCO 100 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,111.000000,UNIDAD,54.780545,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,TOMO FCO 60 ML,HALTOM60,HALV,UNIDAD,Si,7506342200045,TOMO FCO 60 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,76.000000,UNIDAD,39.134828,,,0,,,,,,MEDICAMENTOS,GRUPO 2,
,"HEMPETS CBD ISOLATE 1200MG
",HEMCBDISO1200,HEMP,UNIDAD,Si,,"HEMPETS CBD ISOLATE 1200MG
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,"2,250.000000",UNIDAD,0.000000,,,0,,,,,,SUPLEMENTO,SIN CONTROL,
