Sucursal,Nombre del Producto,Clave de producto,Categoría ( linea) de producto,Precio Base de Venta,Unidad de medida,¿ Se vende en el punto de venta?,Clave de producto SAT,Código de barras,Descripción larga,Peso,Volumen,Días para entregarlo al cliente,método de abastecimiento,Precio promedio de compra,¿ En qué almacen se guarda el producto?,Seguimiento (Sin seguimiento/Lote/Serie,¿ Tiene fecha de caducidad?,Días antes de caducar,Días a Consumir preferentemente,Días para quitar el producto,Tipo ,Stock Optimo,Punto de reorden,Multiple de re-orden,Clave sat,Unidad de sat,1,2,3,4,5
,Kit de 2 grapas de sujeción para perfil de aluminio DXAP02,GRAPADXAP02,iLumileds,,Pza,Si,31162313,,Kit de 2 grapas de sujeción para perfil de aluminio DXAP02,,,,lo compramos,$9.63,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Kit de 2 grapas negras de sujeción para perfil de aluminio DXAP02N, de metal",GRAPADXAP02N,iLumileds,,Pza,Si,31162313,,"Kit de 2 grapas negras de sujeción para perfil de aluminio DXAP02N, de metal",,,,lo compramos,$9.62,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,Kit de 2 grapas de sujeción para perfil de aluminio DXAP06,GRAPADXAP06,iLumileds,,Pza,Si,31162313,,Kit de 2 grapas de sujeción para perfil de aluminio DXAP06,,,,lo compramos,$9.63,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,Kit de 2 grapas de sujeción para perfil de aluminio ILUPA07,GRAPAILUPA07,iLumileds,,Pza,Si,31162313,,Kit de 2 grapas de sujeción para perfil de aluminio ILUPA07,,,,lo compramos,$11.55,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,Kit de 2 grapas de sujeción para perfil de aluminio ILUPA07A,GRAPAILUPA07A,iLumileds,,Pza,Si,31162313,,Kit de 2 grapas de sujeción para perfil de aluminio ILUPA07A,,,,lo compramos,$8.57,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,Kit de 2 grapas de sujeción para perfil de aluminio ILUPA1005,GRAPAILUPA1005,iLumileds,,Pza,Si,31162313,,Kit de 2 grapas de sujeción para perfil de aluminio ILUPA1005,,,,lo compramos,$10.02,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,Kit de 2 grapas de sujeción para perfil de aluminio ILUPA1009,GRAPAILUPA1009,iLumileds,,Pza,Si,31162313,,Kit de 2 grapas de sujeción para perfil de aluminio ILUPA1009,,,,lo compramos,$10.02,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,Kit de 2 Grapas de sujeción de plástico para perfil de aluminio ILUPA1205,GRAPAILUPA1205,iLumileds,,Pza,Si,31162313,,Kit de 2 Grapas de sujeción de plástico para perfil de aluminio ILUPA1205,,,,lo compramos,$10.22,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,Kit de 2 grapas de sujeción para perfil de aluminio ILUPA1402,GRAPAILUPA1402,iLumileds,,Pza,Si,31162313,,Kit de 2 grapas de sujeción para perfil de aluminio ILUPA1402,,,,lo compramos,$12.88,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,Kit de 2 grapas de sujeción para perfil de aluminio ILUPA191W e ILUPA191B,GRAPAILUPA191,iLumileds,,Pza,Si,31162313,,Kit de 2 grapas de sujeción para perfil de aluminio ILUPA191W e ILUPA191B,,,,lo compramos,$18.57,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,Kit de 2 grapas de sujeción para perfil de aluminio ILUPA2310,GRAPAILUPA2310,iLumileds,,Pza,Si,31162313,,Kit de 2 grapas de sujeción para perfil de aluminio ILUPA2310,,,,lo compramos,$9.93,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,Kit de 2 grapas de sujeción para perfil de aluminio ILUPA2403CO,GRAPAILUPA2403CO,iLumileds,,Pza,Si,31162313,,Kit de 2 grapas de sujeción para perfil de aluminio ILUPA2403CO,,,,lo compramos,$11.28,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,Kit de 2 grapas de sujeción para perfil de aluminio ILUPA2404CO,GRAPAILUPA2404CO,iLumileds,,Pza,Si,31162313,,Kit de 2 grapas de sujeción para perfil de aluminio ILUPA2404CO,,,,lo compramos,$11.28,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,Kit de 2 grapas de sujeción para perfil de aluminio PA1612,GRAPAPA1612,iLumileds,,Pza,Si,31162313,,Kit de 2 grapas de sujeción para perfil de aluminio PA1612,,,,lo compramos,$11.68,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Lámpara tipo dicroico base GU10, de led, atenuable blanco neutro, 5 Watts, óptica 38°, carcasa de plástico cubierta transparente, 90-130V ca, protección IP20",GU105WDNWE,iLumileds,,Pza,Si,39101600,,"Lámpara tipo dicroico base GU10, de led, atenuable blanco neutro, 5 Watts, óptica 38°, carcasa de plástico cubierta transparente, 90-130V ca, protección IP20",,,,lo compramos,$56.02,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Lámpara tipo dicroico base GU10, de led, atenuable blanco, 5 Watts, óptica 38°, carcasa de plástico cubierta transparente, 90-130V ca, protección IP20",GU105WDWE,iLumileds,,Pza,Si,39101600,,"Lámpara tipo dicroico base GU10, de led, atenuable blanco, 5 Watts, óptica 38°, carcasa de plástico cubierta transparente, 90-130V ca, protección IP20",,,,lo compramos,$56.02,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Lámpara tipo dicroico base GU10, de led, atenuable blanco cálido, 5 Watts, óptica 38°, carcasa de plástico cubierta transparente, 90-130V ca, protección IP20",GU105WDWWE,iLumileds,,Pza,Si,39101600,,"Lámpara tipo dicroico base GU10, de led, atenuable blanco cálido, 5 Watts, óptica 38°, carcasa de plástico cubierta transparente, 90-130V ca, protección IP20",,,,lo compramos,$56.02,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Lámpara tipo dicroico base GU10, de led, blanco neutro, 7 Watts, óptica 38°, carcasa de plástico cubierta transparente, 110-130V ca, protección IP20",GU107WNWE,iLumileds,,Pza,Si,39101600,,"Lámpara tipo dicroico base GU10, de led, blanco neutro, 7 Watts, óptica 38°, carcasa de plástico cubierta transparente, 110-130V ca, protección IP20",,,,lo compramos,$29.89,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Lámpara tipo dicroico base GU10, de led, blanco, 7 Watts, óptica ajustable de 38 a 60°, carcasa de policarbonato y lente transparente, 85 - 265V ca, protección IP20",GU107WW3860,iLumileds,,Pza,Si,39101600,,"Lámpara tipo dicroico base GU10, de led, blanco, 7 Watts, óptica ajustable de 38 a 60°, carcasa de policarbonato y lente transparente, 85 - 265V ca, protección IP20",,,,lo compramos,$56.42,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Lámpara tipo dicroico base GU10, de led, blanco, 7 Watts, óptica 38°, carcasa de plástico cubierta transparente, 110-130V ca, protección IP20",GU107WWE,iLumileds,,Pza,Si,39101600,,"Lámpara tipo dicroico base GU10, de led, blanco, 7 Watts, óptica 38°, carcasa de plástico cubierta transparente, 110-130V ca, protección IP20",,,,lo compramos,$29.89,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Lámpara tipo dicroico base GU10, de led, blanco cálido, 7 Watts, óptica ajustable de 38 a 60°, carcasa de policarbonato y lente transparente, 85 - 265V ca, protección IP20",GU107WWW3860,iLumileds,,Pza,Si,39101600,,"Lámpara tipo dicroico base GU10, de led, blanco cálido, 7 Watts, óptica ajustable de 38 a 60°, carcasa de policarbonato y lente transparente, 85 - 265V ca, protección IP20",,,,lo compramos,$56.42,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Lámpara tipo dicroico base GU10, de led, blanco cálido, 7 Watts, óptica 38°, carcasa de plástico cubierta transparente, 110-130V ca, protección IP20",GU107WWWE,iLumileds,,Pza,Si,39101600,,"Lámpara tipo dicroico base GU10, de led, blanco cálido, 7 Watts, óptica 38°, carcasa de plástico cubierta transparente, 110-130V ca, protección IP20",,,,lo compramos,$29.89,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Lámpara tipo dicroico base GU10, de led, atenuable blanco neutro (4100 K), 9 Watts, óptica 38°, carcasa de plástico cubierta transparente, 110-130V ca, protección IP20",GU109WDNW,iLumileds,,Pza,Si,39101600,,"Lámpara tipo dicroico base GU10, de led, atenuable blanco neutro (4100 K), 9 Watts, óptica 38°, carcasa de plástico cubierta transparente, 110-130V ca, protección IP20",,,,lo compramos,$44.47,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Lámpara tipo dicroico base GU10, de led, atenuable blanco (6500K), 9 Watts, óptica 38°, carcasa de plástico cubierta transparente, 100-130V ca, protección IP20",GU109WDW,iLumileds,,Pza,Si,39101600,,"Lámpara tipo dicroico base GU10, de led, atenuable blanco (6500K), 9 Watts, óptica 38°, carcasa de plástico cubierta transparente, 100-130V ca, protección IP20",,,,lo compramos,$44.47,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Lámpara tipo dicroico base GU10, de led, atenuable blanco cálido (3000 K), 9 Watts, óptica 38°, carcasa de plástico cubierta transparente, 110-130V ca, protección IP20",GU109WDWW,iLumileds,,Pza,Si,39101600,,"Lámpara tipo dicroico base GU10, de led, atenuable blanco cálido (3000 K), 9 Watts, óptica 38°, carcasa de plástico cubierta transparente, 110-130V ca, protección IP20",,,,lo compramos,$44.47,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Lámpara tipo dicroico base GU10, de led, blanco neutro (4100 K), 9 Watts, óptica 38°, carcasa de plástico cubierta transparente, 100-240V ca, protección IP20",GU109WNW,iLumileds,,Pza,Si,39101600,,"Lámpara tipo dicroico base GU10, de led, blanco neutro (4100 K), 9 Watts, óptica 38°, carcasa de plástico cubierta transparente, 100-240V ca, protección IP20",,,,lo compramos,$37.17,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Lámpara tipo dicroico base GU10, de led, blanco cálido (6500 K), 9 Watts, óptica 38°, carcasa de plástico cubierta transparente, 100-240V ca, protección IP20",GU109WW,iLumileds,,Pza,Si,39101600,,"Lámpara tipo dicroico base GU10, de led, blanco cálido (6500 K), 9 Watts, óptica 38°, carcasa de plástico cubierta transparente, 100-240V ca, protección IP20",,,,lo compramos,$37.17,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Lámpara tipo dicroico base GU10, de led, blanco cálido (3000 K), 9 Watts, óptica 38°, carcasa de plástico cubierta transparente, 100-240V ca, protección IP20",GU109WWW,iLumileds,,Pza,Si,39101600,,"Lámpara tipo dicroico base GU10, de led, blanco cálido (3000 K), 9 Watts, óptica 38°, carcasa de plástico cubierta transparente, 100-240V ca, protección IP20",,,,lo compramos,$37.17,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Fuente de alimentación para luminarios, de led aterrizado, 1-3 Watts, entrada 100-240V ca salida 3-12V cc, protección IP20",HYLED350MA03SN,iLumileds,,Pza,Si,39121006,,"Fuente de alimentación para luminarios, de led aterrizado, 1-3 Watts, entrada 100-240V ca salida 3-12V cc, protección IP20",,,,lo compramos,$157.98,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Fuente de alimentación para luminarios, de led aterrizado, 4-6 Watts, entrada 100-240V ca salida 10-21V cc, protección IP20",HYLED350MA06SN,iLumileds,,Pza,Si,39121006,,"Fuente de alimentación para luminarios, de led aterrizado, 4-6 Watts, entrada 100-240V ca salida 10-21V cc, protección IP20",,,,lo compramos,$155.98,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Fuente de alimentación para luminarios, de led aterrizado, 9-11 Watts, 16-32V cc, protección IP20",HYLED350MA32V11W,iLumileds,,Pza,Si,39121006,,"Fuente de alimentación para luminarios, de led aterrizado, 9-11 Watts, 16-32V cc, protección IP20",,,,lo compramos,$172.59,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Fuente de alimentación para luminarios, de led aterrizado, 3 Watts, entrada 100-240V ca salida 3-4.5V cc, protección IP20",HYLED700MA03SN,iLumileds,,Pza,Si,39121006,,"Fuente de alimentación para luminarios, de led aterrizado, 3 Watts, entrada 100-240V ca salida 3-4.5V cc, protección IP20",,,,lo compramos,$157.98,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Luminario para lámpara tipo dicroica GU10, de led, redonda tipo cilindro, de sobreponer dirigible, aluminio acabado negro, no incluye lámpara, protección IP20",ILU038GU10B,iLumileds,,Pza,Si,39101800,,"Luminario para lámpara tipo dicroica GU10, de led, redonda tipo cilindro, de sobreponer dirigible, aluminio acabado negro, no incluye lámpara, protección IP20",,,,lo compramos,$165.93,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Luminario para lámpara tipo dicroica GU10, de led, redonda tipo cilindro, de sobreponer dirigible, aluminio acabado blanco, no incluye lámpara, protección IP20",ILU038GU10W,iLumileds,,Pza,Si,39101800,,"Luminario para lámpara tipo dicroica GU10, de led, redonda tipo cilindro, de sobreponer dirigible, aluminio acabado blanco, no incluye lámpara, protección IP20",,,,lo compramos,$165.93,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Luminario para lámpara tipo dicroica MR16 GU10 o módulo, de led, redonda tipo cilindro, de empotrar dirigible, aluminio acabado negro, no incluye lámpara, protección IP20",ILU038RGU10B,iLumileds,,Pza,Si,39101800,,"Luminario para lámpara tipo dicroica MR16 GU10 o módulo, de led, redonda tipo cilindro, de empotrar dirigible, aluminio acabado negro, no incluye lámpara, protección IP20",,,,lo compramos,$165.93,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Luminario para lámpara tipo dicroica MR16 GU10 o módulo, de led, redonda tipo cilindro, de empotrar dirigible, aluminio acabado blanco, no incluye lámpara, protección IP20",ILU038RGU10W,iLumileds,,Pza,Si,39101800,,"Luminario para lámpara tipo dicroica MR16 GU10 o módulo, de led, redonda tipo cilindro, de empotrar dirigible, aluminio acabado blanco, no incluye lámpara, protección IP20",,,,lo compramos,$165.93,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Luminario de pared, de led, blanco cálido, 3 Watts, redondo salida de luz circular, de empotrar, aluminio terminado blanco, cuerpo de aluminio housing de plástico, 85-265V ca, protección IP54",ILU107IP54,iLumileds,,Pza,Si,39111615,,"Luminario de pared, de led, blanco cálido, 3 Watts, redondo salida de luz circular, de empotrar, aluminio terminado blanco, cuerpo de aluminio housing de plástico, 85-265V ca, protección IP54",,,,lo compramos,$351.82,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Luminario de pared, de led, blanco cálido, 2 Watts, óptica 120°, rectangular, de sobreponer, policarbonato acabado negro, 85-265V ca, protección IP65",ILU2650BPC2WB,iLumileds,,Pza,Si,39112102,,"Luminario de pared, de led, blanco cálido, 2 Watts, óptica 120°, rectangular, de sobreponer, policarbonato acabado negro, 85-265V ca, protección IP65",,,,lo compramos,$138.70,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Luminario de pared, de led, blanco cálido, 2 Watts, óptica 120°, rectangular, de sobreponer, policarbonato acabado blanco, 85-265V ca, protección IP65",ILU2650BPC2WW,iLumileds,,Pza,Si,39112102,,"Luminario de pared, de led, blanco cálido, 2 Watts, óptica 120°, rectangular, de sobreponer, policarbonato acabado blanco, 85-265V ca, protección IP65",,,,lo compramos,$138.70,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Luminario de pared, de led, blanco cálido, 1 Watt, óptica 120°, rectangular, de sobreponer, policarbonato acabado negro, 85-265V ca, protección IP65",ILU2810PC1WB,iLumileds,,Pza,Si,39112102,,"Luminario de pared, de led, blanco cálido, 1 Watt, óptica 120°, rectangular, de sobreponer, policarbonato acabado negro, 85-265V ca, protección IP65",,,,lo compramos,$113.68,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Luminario de pared, de led, blanco cálido, 1 Watt, óptica 120°, rectangular, de sobreponer, policarbonato acabado blanco, 85-265V ca, protección IP65",ILU2810PC1WW,iLumileds,,Pza,Si,39112102,,"Luminario de pared, de led, blanco cálido, 1 Watt, óptica 120°, rectangular, de sobreponer, policarbonato acabado blanco, 85-265V ca, protección IP65",,,,lo compramos,$113.68,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Luminario de pared, de led, blanco cálido, 2 Watts, óptica 120°, rectangular, de sobreponer, policarbonato acabado negro, 85-265V ca, protección IP65",ILU2830PC2WB,iLumileds,,Pza,Si,39112102,,"Luminario de pared, de led, blanco cálido, 2 Watts, óptica 120°, rectangular, de sobreponer, policarbonato acabado negro, 85-265V ca, protección IP65",,,,lo compramos,$133.83,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Luminario de pared, de led, blanco cálido, 2 Watts, óptica 120°, rectangular, de sobreponer, policarbonato acabado blanco, 85-265V ca, protección IP65",ILU2830PC2WW,iLumileds,,Pza,Si,39112102,,"Luminario de pared, de led, blanco cálido, 2 Watts, óptica 120°, rectangular, de sobreponer, policarbonato acabado blanco, 85-265V ca, protección IP65",,,,lo compramos,$133.83,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Luminario de pared, de led, blanco cálido, 3 Watts, óptica 120°, cuadrado, de sobreponer, policarbonato acabado negro, 85-265V ca, protección IP65",ILU2840PC3WB,iLumileds,,Pza,Si,39112102,,"Luminario de pared, de led, blanco cálido, 3 Watts, óptica 120°, cuadrado, de sobreponer, policarbonato acabado negro, 85-265V ca, protección IP65",,,,lo compramos,$156.37,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Luminario de pared, de led, blanco cálido, 3 Watts, óptica 120°, cuadrado, de sobreponer, policarbonato acabado blanco, 85-265V ca, protección IP65",ILU2840PC3WW,iLumileds,,Pza,Si,39112102,,"Luminario de pared, de led, blanco cálido, 3 Watts, óptica 120°, cuadrado, de sobreponer, policarbonato acabado blanco, 85-265V ca, protección IP65",,,,lo compramos,$156.37,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Luminario para pared con base GU10 , para led, máx 16 Watts, de sobreponer, acero terminado en gris obscuro, protección IP54",ILU2917GU10DG,iLumileds,,Pza,Si,39101800,,"Luminario para pared con base GU10 , para led, máx 16 Watts, de sobreponer, acero terminado en gris obscuro, protección IP54",,,,lo compramos,$550.93,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Luminario de pared, de led, blanco cálido, 10 Watts, cuadrada salida de luz indirecta rotativo, de sobreponer dirigible, aluminio acabado negro, 110-130V ca, protección IP54",ILU366079B,iLumileds,,Pza,Si,39112102,,"Luminario de pared, de led, blanco cálido, 10 Watts, cuadrada salida de luz indirecta rotativo, de sobreponer dirigible, aluminio acabado negro, 110-130V ca, protección IP54",,,,lo compramos,$813.05,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Luminario de pared, de led, blanco cálido, 10 Watts, cuadrada-redonda salida de luz indirecta rotativo, de sobreponer dirigible, aluminio acabado negro, 110-130V ca, protección IP54",ILU366081B,iLumileds,,Pza,Si,39112102,,"Luminario de pared, de led, blanco cálido, 10 Watts, cuadrada-redonda salida de luz indirecta rotativo, de sobreponer dirigible, aluminio acabado negro, 110-130V ca, protección IP54",,,,lo compramos,$813.05,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Luminario de pared con sensor de movimiento, de led, blanco cálido, 12 Watts, cilíndro salida de luz indirecta rotativo, de sobreponer dirigible, aluminio acabado negro, 110-130V ca, protección IP54",ILU366130SB,iLumileds,,Pza,Si,39112102,,"Luminario de pared con sensor de movimiento, de led, blanco cálido, 12 Watts, cilíndro salida de luz indirecta rotativo, de sobreponer dirigible, aluminio acabado negro, 110-130V ca, protección IP54",,,,lo compramos,$684.33,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Luminario de pared, de led, blanco cálido, 6 Watts, cubo salida de luz directa frontal, de sobreponer, aluminio acabado negro, 100-240V ca, protección IP54",ILU372012B,iLumileds,,Pza,Si,39112102,,"Luminario de pared, de led, blanco cálido, 6 Watts, cubo salida de luz directa frontal, de sobreponer, aluminio acabado negro, 100-240V ca, protección IP54",,,,lo compramos,$763.31,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Luminario de pared, de led, blanco cálido, 6 Watts, simétrico rotativo salida de luz indirecta, de sobreponer dirigible, aluminio acabado blanco, 100-240V ca, protección IP20",ILU372524W,iLumileds,,Pza,Si,39112102,,"Luminario de pared, de led, blanco cálido, 6 Watts, simétrico rotativo salida de luz indirecta, de sobreponer dirigible, aluminio acabado blanco, 100-240V ca, protección IP20",,,,lo compramos,$527.65,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Luminario de pared, de led, blanco cálido, 12 Watts, óptica 120°, cilíndrico fijo, de sobreponer en pared, aluminio acabado negro, 100-240V ca, protección IP20",ILU426012WB,iLumileds,,Pza,Si,39112102,,"Luminario de pared, de led, blanco cálido, 12 Watts, óptica 120°, cilíndrico fijo, de sobreponer en pared, aluminio acabado negro, 100-240V ca, protección IP20",,,,lo compramos,$517.72,iLumileds,,No,,,,Almacenable,,,,,,,,,,
,"Luminario de pared, de led, blanco cálido, 12 Watts, óptica 120°, cilíndrico fijo, de sobreponer en pared, aluminio acabado blanco, 100-240V ca, protección IP20",ILU426012WW,iLumileds,,Pza,Si,39112102,,"Luminario de pared, de led, blanco cálido, 12 Watts, óptica 120°, cilíndrico fijo, de sobreponer en pared, aluminio acabado blanco, 100-240V ca, protección IP20",,,,lo compramos,$517.72,iLumileds,,No,,,,Almacenable,,,,,,,,,,
