TIPO DE SUCURSAL,NOMBRE DEL PRODUCTO,CLAVE DEL PRODUCTO,CATEGORIA (LINEA) DE PRODUCTO,UNIDAD DE MEDIDA (UNIDAD DE VENTA),¿SE VENDE EN EL PUNTO DE VENTA?,CODIGO DE BARRAS,DESCRIPCION LARGA,Peso ,Volumen ,DIAS PARA ENTREGARLO AL CLIENTE,METODO DE ABASTECIMIENTO,Seguimiento (Sin seguimiento/Lote/Serie,FECHA DE CADUCIDAD,DIAS ANTES DE CADUCAR,Días a Consumir preferentemente,Días para quitar el producto,Tipo ,Clave SAT ,Clave unidad SAT,DIAS DE GARANTIA,% COMISION VENDEDOR,% COMISION PARA REFERIDOS,Stock Optimo DE ESTE TIPO DE SUCURSAL,Punto de reorden DE ESTE TIPO DE SUCURSAL,Multiple de re-orden DE ESTE TIPO DE SUCURSAL,Precio del producto en este tipo de surcursal,Unidad de COMPRA,Costo promedio ,¿ Cuántos puntos abonan la compra de este producto/ servicio?,¿ Cuanto cuesta el producto en puntos?,TASA IVA,TASA IEPS,Almacen donde se ingresa automaticamente,Nombre del laboratorio,Nombre de la sustancia activa,NUMERO DE REGISTRO DE SENASICA,DEPARTAMENTO  ,TIPO DE CONTROL 
,SPECTRUM AMOXICILINA 500 MG,HOLAMO500,HOLL,Unidades,Si,7502276571008,SPECTRUM AMOXICILINA 500 MG,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,611,Paquete de 20,239.256266,,,0,0,,HOLLAND,"AMOXICILINA, ACIDO CLAVULANICO",Q-4196-146,MEDICAMENTOS,GRUPO 2
,SPECTRUM AMOXICILINA SUSPENSION,HOLAMOSUS,HOLL,Unidades,Si,7503002113943,SPECTRUM AMOXICILINA SUSPENSION,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,179,Unidades,61.965851,,,0,0,,HOLLAND,"AMOXICILINA, ACIDO CLAVULANICO",Q-4196-147,MEDICAMENTOS,GRUPO 2
,SPECTRUM AZITROMICINA 40 MG SUSP,HOLAZITR40,HOLL,Unidades,Si,7503002113295,SPECTRUM AZITROMICINA 40 MG SUSP,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,240,Unidades,91.821639,,,0,0,,HOLLAND,Azitromicina dihidrato ,Q-4196-176,MEDICAMENTOS,GRUPO 2
,SPECTRUM CEFALEXINA 150 MG,HOLCEF150,HOLL,Unidades,Si,7503002113820,SPECTRUM CEFALEXINA 150 MG,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,285,Paquete de 20,100.200564,,,0,0,,HOLLAND,Cefalexina monohidrato,Q-4196-138,MEDICAMENTOS,GRUPO 2
,SPECTRUM CEFALEXINA 300 MG,HOLCEF300,HOLL,Unidades,Si,7503002113837,SPECTRUM CEFALEXINA 300 MG,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,444,Paquete de 20,154.615436,,,0,0,,HOLLAND,Cefalexina monohidrato,Q-4196-139,MEDICAMENTOS,GRUPO 2
,SPECTRUM CEFALEXINA 600 MG,HOLCEF600,HOLL,Unidades,Si,7503002113844,SPECTRUM CEFALEXINA 600 MG,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,683,Paquete de 20,237.142052,,,0,0,,HOLLAND,Cefalexina monohidrato,Q-4196-140,MEDICAMENTOS,GRUPO 2
,SPECTRUM CEFALEXINA 75 MG,HOLCEF75,HOLL,Unidades,Si,7503002113813,SPECTRUM CEFALEXINA 75 MG,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,188,Paquete de 20,62.004916,,,0,0,,HOLLAND,Cefalexina monohidrato,Q-4196-137,MEDICAMENTOS,GRUPO 2
,SPECTRUM CIPRO/METRONIDAZOL TABLETAS,HOLCIPRO/METRO,HOLL,Unidades,Si,7503002113332,SPECTRUM CIPROFLOXACINA/METRONIDAZOL TABLETAS,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,235,Paquete de 20,76.996012,,,0,0,,HOLLAND,Ciprofloxacina y Metronidazol,Q-4196-226,MEDICAMENTOS,GRUPO 2
,SPECTRUM CLINDAMICINA 125 MG,HOLCLIN125,HOLL,Unidades,Si,7503002113493,SPECTRUM CLINDAMICINA 125 MG,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,424,Paquete de 20,155.443208,,,0,0,,HOLLAND,Clorhidrato de clindamicina ,Q-4196-143,MEDICAMENTOS,GRUPO 2
,SPECTRUM CLINDAMICINA 25 MG,HOLCLIN25,HOLL,Unidades,Si,7503002113479,SPECTRUM CLINDAMICINA 25 MG,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,176,Paquete de 20,71.071317,,,0,0,,HOLLAND,Clorhidrato de clindamicina , Q-4196-141,MEDICAMENTOS,GRUPO 2
,SPECTRUM CLINDAMICINA 25 MG SUSP,HOLCLINSUS,HOLL,Unidades,Si,7503002113462,SPECTRUM CLINDAMICINA 25 MG SUSP,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,344,Unidades,128.631121,,,0,0,,HOLLAND,Clorhidrato de clindamicina ,Q-4196-217,MEDICAMENTOS,GRUPO 2
,SPECTRUM CLINDAMICINA 50 MG,HOLCLIND50,HOLL,Unidades,Si,7503002113486,SPECTRUM CLINDAMICINA 50 MG,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,265,Paquete de 20,99.556706,,,0,0,,HOLLAND,Clorhidrato de clindamicina ,Q-4196-142,MEDICAMENTOS,GRUPO 2
,SPECTRUM DOXICICLINA 100 MG,HOLDOX100,HOLL,Unidades,Si,7502276571084,SPECTRUM DOXICICLINA 100 MG,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,269,Paquete de 30,85.981698,,,0,0,,HOLLAND,Doxiciclina hiclato,Q-4196-149,MEDICAMENTOS,GRUPO 2
,SPECTRUM DOXICICLINA 250 MG,HOLDOX250,HOLL,Unidades,Si,7502276571091,SPECTRUM DOXICICLINA 250 MG,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,426,Paquete de 30,147.918339,,,0,0,,HOLLAND,Doxiciclina hiclato,Q-4196-150,MEDICAMENTOS,GRUPO 2
,SPECTRUM DOXICICLINA 50 MG,HOLDOX50,HOLL,Unidades,Si,7502276571077,SPECTRUM DOXICICLINA 50 MG,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,191,Paquete de 30,60.581371,,,0,0,,HOLLAND,Doxiciclina hiclato,Q-4196-148,MEDICAMENTOS,GRUPO 2
,SPECTRUM ENROFLOXACINA 150 MG,HOLENRO150,HOLL,Unidades,Si,7503002113912,SPECTRUM ENROFLOXACINA 150 MG,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,278,Paquete de 10,96.159518,,,0,0,,HOLLAND,Enrofloxacina,Q-4196-152,MEDICAMENTOS,GRUPO 2
,SPECTRUM ENROFLOXACINA 50 MG,HOLENRO50,HOLL,Unidades,Si,7503002113905,SPECTRUM ENROFLOXACINA 50 MG,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,124,Paquete de 10,39.492115,,,0,0,,HOLLAND,Enrofloxacina, Q-4196-151,MEDICAMENTOS,GRUPO 2
,SPECTRUM ENROFLOXACINA SUSPENSION,HOLENROSUSP,HOLL,Unidades,Si,7503002113936,SPECTRUM ENROFLOXACINA 25 MG SUSPENSION,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,158,Unidades,56.586503,,,0,0,,HOLLAND,Enrofloxacina,Q-4196-154,MEDICAMENTOS,GRUPO 2
,SPECTRUM SULF/TRIM SUSPENSION,HOLSUL/TRIMSUSP,HOLL,Unidades,Si,,SPECTRUM SULFAMETOXAZOL-TRIMETOPRIM SUSPENSION,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,137,Unidades,50.734235,,,0,0,,HOLLAND,Sulfametoxazol y Trimetoprim,Q-4196-134,MEDICAMENTOS,GRUPO 2
,TOPLEX POMADA,HOLTOP,HOLL,Unidades,Si,7503002113769,TOPLEX POMADA,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,42121606,H87,0,,,0,,,198,Unidades,77.777356,,,0,0,,HOLLAND,Nitrofurazona,Q-4196-173,MEDICAMENTOS,GRUPO 3
,ULTRASHIELD FLY REPELENT 946 ML*,HOLULTEX,HOLL,Unidades,Si,,ULTRASHIELD FLY REPELENT 946 ML*,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10191509,H87,0,,,0,,,1532.0755,Unidades,0,,,0,0,,HOLLAND,,,MEDICAMENTOS,GRUPO 3
,VERMIPLEX COX SUSPENSIÓN,HOLVERCOXS,HOLL,Unidades,Si,7503002113622,VERMIPLEX COX SUSPENSIÓN,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102502,H87,0,,,0,,,296,Unidades,135.838769,,,0,0,,HOLLAND,Toltrazuril,Q-4196-193,MEDICAMENTOS,GRUPO 3
,VERMIPLEX MAX (CARTERA C/2 TAB),HOLVERMAX,HOLL,Unidades,Si,,VERMIPLEX MAX (CARTERA C/2 TAB),0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51101700,H87,0,,,0,,,65,Paquete de 6,0,,,0,0,,HOLLAND,"Toltrazuril, fenbendazol y praziquantel",Q-4196-196,MEDICAMENTOS,GRUPO 3
,VERMIPLEX PLUS 10 KG (CARTERA C/2 TAB),HOLVERP50TAB,HOLL,Unidades,Si,7502276570117,VERMIPLEX PLUS 10 KG (CARTERA C/2 TAB),0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51101700,H87,0,,,0,,,95,Paquete de 25,29.140909,,,0,0,,HOLLAND,"Pamoato de pirantel, praziquantel y fenbendazol",Q-4196-132,MEDICAMENTOS,GRUPO 3
,VERMIPLEX PLUS 30 KG (CARTERA C/2 TAB),HOLVERP30K24TAB,HOLL,Unidades,Si,7502276570100,VERMIPLEX PLUS 30 KG (CARTERA C/2 TAB),0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51101700,H87,0,,,0,,,195,Paquete de 12,64.295865,,,0,0,,HOLLAND,"Pamoato de pirantel, praziquantel y fenbendazol",Q-4196-068,MEDICAMENTOS,GRUPO 3
,VERMIPLEX PUPPY 5 KG (CARTERA C/6 TAB),HOLVERP150,HOLL,Unidades,Si,7502276570162,VERMIPLEX PUPPY 5 KG (CARTERA C/6 TAB),0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51101700,H87,0,,,0,,,85,Paquete de 25,30.885087,,,0,0,,HOLLAND,Pamoato de pirantel y pamoato de oxantel,Q-4196-059,MEDICAMENTOS,GRUPO 3
,VERMIPLEX PUPPY SPECTRA 10 ML,HOLVERPI-FES,HOLL,Unidades,Si,7502276570940,VERMIPLEX PUPPY SPECTRA 10 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51101700,H87,0,,,0,,,141,Unidades,48.891447,,,0,0,,HOLLAND,"Toltrazuril, pamoato de pirantel y febantel ",Q-4196-248,MEDICAMENTOS,GRUPO 3
,VERMIPLEX PUPPY SUSPENSION 120 ML,HOLVERPS120,HOLL,Unidades,Si,7503002113516,VERMIPLEX PUPPY SUSPENSION 120 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51101700,H87,0,,,0,,,335,Unidades,113.410112,,,0,0,,HOLLAND,Pamoato de pirantel y pamoato de oxantel,Q-4196-219,MEDICAMENTOS,GRUPO 3
,VERMIPLEX PUPPY SUSPENSION 40 ML,HOLVERPS40,HOLL,Unidades,Si,7503002113325,VERMIPLEX PUPPY SUSPENSION 40 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51101700,H87,0,,,0,,,171,Unidades,57.264326,,,0,0,,HOLLAND,Pamoato de pirantel y pamoato de oxantel,Q-4196-219,MEDICAMENTOS,GRUPO 3
,ACEDAN GOTAS (GRUPO 1),HOLYACE10,HOLY,Unidades,Si,,ACEDAN GOTAS (GRUPO 1),0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,295,Unidades,147.5,,,0,0,,HOLLIDAY,Acepromacina maleato,Q-1085-026,MEDICAMENTOS,GRUPO 1
,"ANAVIMIN COAT 21 COMP
",HOLYANAV,HOLY,Unidades,Si,7798042366903,"ANAVIMIN COAT 21 COMPRIMIDOS
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,599,Paquete de 21,175.53011,,,0,0,,HOLLIDAY,"Vitamina A, Ácido Ascórbico, L-cistina, Prolina, Vitamina, Pantotenato de Calcio, Vitamina B2, Biotina y
Gluconato de Zinc.",Q-1085-040,MEDICAMENTOS,GRUPO 3
,CARDIAL (GRUPO 1),HOLYCAR30,HOLY,Unidades,Si,7798042365463,CARDIAL (GRUPO 1),0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,883,Paquete de 30,511.46012,,,0,0,,HOLLIDAY,Enalapril base (como maleato) y Espironolactona,Q-1085-002,MEDICAMENTOS,GRUPO 1
,CARDIAL B 10 MG  (GRUPO 1),HOLYCARB10,HOLY,Unidades,Si,7798042365869,CARDIAL B 10 MG  (GRUPO 1),0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,1290,Paquete de 20,747.260634,,,0,0,,HOLLIDAY,Benazepril base (como clorhidrato) y Espironolactona,Q-1085-034,MEDICAMENTOS,GRUPO 1
,CARDIAL B 2.5 MG (GRUPO 1),HOLYCARB2.5,HOLY,Unidades,Si,7798042365845,CARDIAL B 2.5 MG (GRUPO 1),0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,465,Paquete de 20,278.024341,,,0,0,,HOLLIDAY,Benazepril base (como clorhidrato) y Espironolactona,Q-1085-032,MEDICAMENTOS,GRUPO 1
,CARDIAL B 5 MG (GRUPO 1),HOLYCARB5,HOLY,Unidades,Si,7798042365852,CARDIAL B 5 MG (GRUPO 1),0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,910,Paquete de 20,537.039676,,,0,0,,HOLLIDAY,Benazepril base (como clorhidrato) y Espironolactona,Q-1085-033,MEDICAMENTOS,GRUPO 1
,CICLOSPORINA 1% UNGUENTO OFTALMICO,HOLYCICLOS1%,HOLY,Unidades,Si,7798042364374,CICLOSPORINA 1% UNGUENTO OFTALMICO,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,334,Unidades,210.42,,,0,0,,HOLLIDAY,Ciclosporina A,Q-1085-005,MEDICAMENTOS,GRUPO 3
,COLIRAMA VIRAL OFTALMICO,HOLYCOLIRAMA,HOLY,Unidades,Si,7798042366705,COLIRAMA VIRAL OFTALMICO,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,653,Unidades,366,,,0,0,,HOLLIDAY," Idoxuridina, fenazona, nafazolina, cloruro de benzalconio.",Q-1085-056,MEDICAMENTOS,GRUPO 3
,"ENZIMAX 20 COMP
",HOLYENZIMAX,HOLY,Unidades,Si,7798042366842,"ENZIMAX 20 COMPRIMIDOS
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51251000,H87,0,,,0,,,473,Paquete de 20,269.611,,,0,0,,HOLLIDAY,"Bromelina, Papaina y
Betaina",Q-1085-059,MEDICAMENTOS,GRUPO 3
,IQ 180 SUPLEMENTO VITAMINICO,HOLYIQ180,HOLY,Unidades,Si,7798042366927,IQ 180 SUPLEMENTO VITAMINICO,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,669,Paquete de 20,397.610868,,,0,0,,HOLLIDAY,"Ácido Ascórbico, L -Glutamina, Nicotinamida y Ácido alfa lipoico.",Q-1085-039,MEDICAMENTOS,GRUPO 3
,"OHM 21 COMP
",HOLYOHM,HOLY,Unidades,Si,7798042367542,"OHM 21 COMPRIMIDOS
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,42121600,H87,0,,,0,,,669,Paquete de 21,401.4,,,0,0,,HOLLIDAY,Triptófano y Extracto de Valeriana ,Q-1085-070,MEDICAMENTOS,GRUPO 3
,"OHM PASTA P/GATO
V",HOLYOHMCAT,HOLY,Unidades,Si,,"OHM PASTA PARA GATO
V",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,42121600,H87,0,,,0,,,650,Unidades,0,,,0,0,,HOLLIDAY,"Triptofano, Extracto de raíz de Valeriana y
Teanina ",Q-1085-076,MEDICAMENTOS,GRUPO 3
,PIMOCARD 1.25 MG TABLETAS,HOLYPIMO1.25,HOLY,Unidades,Si,7798042366569,PIMOCARD 1.25 MG TABLETAS,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,367,Paquete de 20,216.839332,,,0,0,,HOLLIDAY,Pimobendan,Q-1085-046,MEDICAMENTOS,GRUPO 3
,"PIMOCARD 10 MG
",HOLYPIMO10,HOLY,Unidades,Si,7798042367689,"PIMOCARD 10 MG
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,713,Paquete de 20,427.899028,,,0,0,,HOLLIDAY,Pimobendan,,MEDICAMENTOS,GRUPO 3
,PIMOCARD 2.5 MG TABLETAS,HOLYPIMO2.5,HOLY,Unidades,Si,7798042366552,PIMOCARD 2.5 MG TABLETAS,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,419,Paquete de 20,245.542999,,,0,0,,HOLLIDAY,Pimobendan,Q-1085-047,MEDICAMENTOS,GRUPO 3
,PIMOCARD 5 MG,HOLYPIMO5,HOLY,Unidades,Si,7798042366545,PIMOCARD 5 MG,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,524,Paquete de 20,311.947886,,,0,0,,HOLLIDAY,Pimobendan,Q-1085-048,MEDICAMENTOS,GRUPO 3
,"PROTELIV 21 COMP
",HOLYPROT,HOLY,Unidades,Si,7798042367566,"PROTELIV 21 COMPRIMIDOS
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,42121600,H87,0,,,0,,,739,Paquete de 21,449.653846,,,0,0,,HOLLIDAY,"Acido alfalipoico, Silybum marianum, Cynara scolymus L, Cúrcuma longa L, Betaína clorhidrato, Metionina, Colina Bitartrato, Zinc Gluconato y N-acetil cisteína 3",Q-1085-072,MEDICAMENTOS,GRUPO 3
,"PROTELIV PASTA P/GATO 7 GR
",HOLYPROTCAT,HOLY,Unidades,Si,7798042368075,"PROTELIV PASTA P/GATO 7 GR
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,42121600,H87,0,,,0,,,670,Unidades,355.1077,,,0,0,,HOLLIDAY,"Ácido ursodesoxicolico, N-Acetilcisteína, Extracto en polvo de Cardo Mariano y bitartrato ",Q-1085-078,MEDICAMENTOS,GRUPO 3
,RELAY-C 10 TAB (GRUPO 1),HOLYRELAY,HOLY,Unidades,Si,7798042365661,RELAY-C 10 TABLETAS (GRUPO 1),0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,989,Paquete de 10,494.5,,,0,0,,HOLLIDAY,Cabergolina,Q-1085-031,MEDICAMENTOS,GRUPO 1
,"TORACARD 10 ML
",HOLYTOACARD,HOLY,Unidades,Si,7798042367641,"TORACARD 10 ML
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,42121600,H87,0,,,0,,,399,Unidades,238.374086,,,0,0,,HOLLIDAY,Torasemida,Q-1085-075,MEDICAMENTOS,GRUPO 3
,TONIPET SUPLEMENTO VITAMINICO,HOLYTONIPET,HOLY,Unidades,Si,7798042366835,TONIPET SUPLEMENTO VITAMINICO,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,1144,Paquete de 21,756.18,,,0,0,,HOLLIDAY,"Taurina, Vitamina. E, B1, B6, B12, B2, Coenzima Q",Q-1085-037,MEDICAMENTOS,GRUPO 3
,"TOTAL FULL CG 150ML
",HOLYTOTFULCG150,HOLY,Unidades,Si,,"TOTAL FULL CG 150ML
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51101700,H87,0,,,0,,,1109,Unidades,776.3,,,0,0,,HOLLIDAY,Fenbendazol y Toltrazuril,Q-1085-041,MEDICAMENTOS,GRUPO 3
,"AMIODARINN 30 TABS
",INNAMIO,INNOP,Unidades,Si,7506348800881,"AMIODARINN 50 MG 30 TABLETAS
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51121511,H87,0,,,0,,,750,Paquete de 30,337.5015,,,0,0,,INNOPHARMA,Amiodarona,Q-0666-142,MEDICAMENTOS,GRUPO 3
,AZITRO-VET AZITROMICINA / 25MG/ML,INNAZIT,INNOP,Unidades,Si,7506348800430,AZITRO-VET AZITROMICINA / 25MG/ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,245,Unidades,102.984504,,,0,0,,INNOPHARMA,Azitromicina,Q-0666-034,MEDICAMENTOS,GRUPO 2
,BISMUXIL PASTA ORAL,INNBIX,INNOP,Unidades,Si,7506348800324,BISMUXIL PASTA ORAL,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,42121601,H87,0,,,0,,,313,Unidades,146.910043,,,0,0,,INNOPHARMA,Subsalicilato de bismuto,Q-0666-031,MEDICAMENTOS,GRUPO 3
,BISMUXIL-P CON 3 SOBRES,INNBIXP,INNOP,Unidades,Si,7506348800232,BISMUXIL-P CON 3 SOBRES,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,42121601,H87,0,,,0,,,319,Paquete de 3,140.562083,,,0,0,,INNOPHARMA,Subsaliciato de Bismuto/Carbón activado/Zeolita,Q-0666-052,MEDICAMENTOS,GRUPO 3
,BISMUXIL PET'S,INNBIXPET,INNOP,Unidades,Si,,BISMUXIL PET'S,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,42121601,H87,0,,,0,,,313,Unidades,15.989693,,,0,0,,INNOPHARMA,Subsalicilato de Bismuto , Q-0666-057,MEDICAMENTOS,GRUPO 3
,BRONAVERIO,INNBRON,INNOP,Unidades,Si,7506348800263,BRONAVERIO,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,42121601,H87,0,,,0,,,318,Paquete de 20,170.390814,,,0,0,,INNOPHARMA,Clorhidrato de Metoclopramida/Bromuro de Pinaverio ,Q-0666-059,MEDICAMENTOS,GRUPO 3
,CALENDIX 200 G,INNCALE,INNOP,Unidades,Si,,CALENDIX 200 G,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51142107,H87,0,,,0,,,293,Unidades,224.166667,,,0,0,,INNOPHARMA,lndometacina/Árnica montana/Caléndula officinalis/Resveratrol/Ácido Hialurónico,Q-0666-062,MEDICAMENTOS,GRUPO 3
,CEFALAX  INY 10 ML,INNCEFIM,INNOP,Unidades,Si,,CEFALAX  INYECTABLE 10 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,152,Unidades,59.501667,,,0,0,,INNOPHARMA,Cefalexina monohidrato,Q-0666-033,MEDICAMENTOS,GRUPO 2
,CEFALAX-S 60 MG 50 ML,INNCEFS,INNOP,Unidades,Si,7506348800508,CEFALAX-S 60 MG 50 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,355,Unidades,175.141914,,,0,0,,INNOPHARMA,Cefalexina,Q-0666-037,MEDICAMENTOS,GRUPO 2
,CIS-A-PRID,INNCIS,INNOP,Unidades,Si,7506348800164,CIS-A-PRID,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,42121601,H87,0,,,0,,,226,Unidades,113.836471,,,0,0,,INNOPHARMA,Cisaprida,Q-0666-050,MEDICAMENTOS,GRUPO 3
,CLEMASTINE,INNCLEM,INNOP,Unidades,Si,7506348800003,CLEMASTINE,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,263,Paquete de 20,130.581765,,,0,0,,INNOPHARMA,Fumarato de Clemastina,Q-0666-047,MEDICAMENTOS,GRUPO 3
,CLINDASERIN INNOPHARMA GEL TOPICO 30G,INNCLINDA,INNOP,Unidades,Si,7506348800126,CLINDASERIN INNOPHARMA GEL TOPICO 30G,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,404,Unidades,202.927046,,,0,0,,INNOPHARMA,Ketanserina/Clindamicina,Q-0666-048,MEDICAMENTOS,GRUPO 3
,CLINDAFUR 25 ML,INNCLINIM,INNOP,Unidades,Si,,CLINDAFUR 25 ML INYECTABLE,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,292,Unidades,137.001667,,,0,0,,INNOPHARMA,CLINDAMICINA,Q-0666-038,MEDICAMENTOS,GRUPO 2
,CLINDAFUR-S,INNCLINSPO,INNOP,Unidades,Si,7506348800010,CLINDAFUR-S,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102600,H87,0,,,0,,,311,Unidades,152.679754,,,0,0,,INNOPHARMA,CLINDAMICINA,Q-0666-035,MEDICAMENTOS,GRUPO 2
,CLOSBUTIL,INNCLOS,INNOP,Unidades,Si,7506348800195,CLOSBUTIL 5 G,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,42121601,H87,0,,,0,,,570,Paquete de 8,241.823685,,,0,0,,INNOPHARMA,Crospovidona / Bromuro de Butilhioscina / Clonixinato de Lisina,Q-0666-049,MEDICAMENTOS,GRUPO 3
,DOLFENO 40,INNDOL40,INNOP,Unidades,Si,7506348800034,DOLFENO 40 MG,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51142700,H87,0,,,0,,,409,Paquete de 20,181.490379,,,0,0,,INNOPHARMA,Carprofeno,Q-0666-044,MEDICAMENTOS,GRUPO 3
,DOLFENO 80,INNDOL80,INNOP,Unidades,Si,,DOLFENO 80 MG,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51142700,H87,0,,,0,,,536,Paquete de 20,202.168333,,,0,0,,INNOPHARMA,Carprofeno, Q-0666-045,MEDICAMENTOS,GRUPO 3
,DOLO-FEBRE,INNDOLFE,INNOP,Unidades,Si,7506348800041,DOLO-FEBRE 150 MG,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51142700,H87,0,,,0,,,403,Paquete de 15,159.001667,,,0,0,,INNOPHARMA,Etodolaco,Q-0666-029,MEDICAMENTOS,GRUPO 3
,FUNGOFLUX,INNFUNG,INNOP,Unidades,Si,7506348800218,FUNGOFLUX,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,279,Paquete de 14,138.073095,,,0,0,,INNOPHARMA,Fluconazol,Q-0666-051,MEDICAMENTOS,GRUPO 3
,"INNOHEART 30 TABS
",INNHEART,INNOP,Unidades,Si,7506348800898,"INNOHEART 30 TABS
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51121715,H87,0,,,0,,,215,Paquete de 30,96.7515,,,0,0,,INNOPHARMA,Enalapril/Sildenafil,Q-0666-139,MEDICAMENTOS,GRUPO 3
