Tipo de sucursal,Nombre del Producto,Clave de producto,Categoría ( linea) de producto,Precio Base de Venta,Unidad de medida,¿ Se vende en el punto de venta ( en Caja de mostrador)?,Código de barras,Descripción larga,Peso,Volumen,Días para entregarlo al cliente,método de abastecimiento,Costo promedio de compra en la moneda principal,Si tienen varios almacenes en la empresa: ¿ En qué almacen se guarda el producto?,Seguimiento (Sin seguimiento/Lote/Serie,¿ Tiene fecha de caducidad?,Días antes de caducar,Días a Consumir preferentemente,Días para quitar el producto,Tipo,Stock Optimo,Punto de reorden,Multiple de re-orden,Clave de producto SAT,Claves de Unidad SAT,Días de garantía,% Comisión para vendedor,% Comisión para referidos,¿ Cuántos puntos abonan la compra de este producto/ servicio?,¿ Cuántos puntos cuesta la compra de este producto/ servicio?,Unidad de COMPRA,TIPO DE CONTROL ,Nombre del laboratorio,Nombre de la sustancia activa,TASA IVA,TASA IEPS,NUMERO DE REGISTRO DE SENASICA,PRESENTACION,Factor entre unidades ,DEPARTAMENTO  ,unid conca
,"KIRODERMAL SHAMPOO 350ML
",KIRODERM,KIRO,252,Unidades,SI ,,"KIRODERMAL SHAMPOO 350ML
",0,0,0,lo compramos,0,,Sí,si,30,15,0,Almacenable,0,,,,H87,0,,,,,Unidades,GRUPO 3,,,16,,,,1,,Unidades 1.000_Unidades
,DETER 60 TAB,KIRODETER,KIRO,347,Unidades,SI ,26851870777,DETER 60 TAB,0,0,0,lo compramos,277.6,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,KIROFTAL AZITROKIR,KIROFTAZI,KIRO,205,Unidades,SI ,7506345101103,KIROFTAL AZITROKIR,0,0,0,lo compramos,57,,Sí,si,30,15,0,Almacenable,0,,,51101572,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,KIROFTAL CIPROXYN SOLUCION,KIROFTCIPRO,KIRO,173,Unidades,SI ,7506345101080,KIROFTAL CIPROXYN SOLUCION,0,0,0,lo compramos,48,,Sí,si,30,15,0,Almacenable,0,,,51101542,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,KIROFTAL DEXA SOLUCION,KIROFTDEXA,KIRO,97,Unidades,SI ,7506345101110,KIROFTAL DEXA SOLUCION,0,0,0,lo compramos,27,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,KIROFTAL GENTA,KIROFTGENT,KIRO,106,Unidades,SI ,7506345100250,KIROFTAL GENTA,0,0,0,lo compramos,30,,Sí,si,30,15,0,Almacenable,0,,,51101584,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,KIROFTAL LAGRIVET SC SOLUCION,KIROFTLAGRI,KIRO,119,Unidades,SI ,7506345101158,KIROFTAL LAGRIVET SC SOLUCION,0,0,0,lo compramos,148.126667,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,KIROFTAL KIROPRED,KIROFTPRED,KIRO,119,Unidades,SI ,7506345101127,KIROFTAL KIROPRED,0,0,0,lo compramos,33,,Sí,si,30,15,0,Almacenable,0,,,51181708,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,GASTROZOL 20MG,KIROGASTRO20,KIRO,96,Unidades,SI ,7506345100106,GASTROZOL 20MG,0,0,0,lo compramos,72,,Sí,si,30,15,0,Almacenable,0,,,51171909,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,GASTROZOL 5 MG,KIROGASTRO5,KIRO,79,Unidades,SI ,7506345100113,GASTROZOL 5 MG,0,0,0,lo compramos,62.25,,Sí,si,30,15,0,Almacenable,0,,,51171909,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,METRAZOL 500 MG,KIROMETRA500,KIRO,102,Unidades,SI ,7506345100366,METRAZOL 500 MG,0,0,0,lo compramos,81.75,,Sí,si,30,15,0,Almacenable,0,,,51101603,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,KIROFTAL NEODEX,KIRONEODEX,KIRO,119,Unidades,SI ,7506345101134,KIROFTAL NEODEX,0,0,0,lo compramos,55,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,KIROFTAL DICLO,KIROOFTDICLO,KIRO,108,Unidades,SI ,7506345100243,KIROFTAL DICLO,0,0,0,lo compramos,61.251667,,Sí,si,30,15,0,Almacenable,0,,,51142104,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,KIROPRED 20,KIROPRED20,KIRO,239,Unidades,SI ,7506345100267,KIROPRED 20,0,0,0,lo compramos,188.25,,Sí,si,30,15,0,Almacenable,0,,,51181708,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,KIROPRED 5,KIROPRED5,KIRO,199,Unidades,SI ,7506345100274,KIROPRED 5,0,0,0,lo compramos,142.65,,Sí,si,30,15,0,Almacenable,0,,,51181708,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,KIROPRED 50,KIROPRED50,KIRO,382,Unidades,SI ,7506345100281,KIROPRED 50,0,0,0,lo compramos,297.75,,Sí,si,30,15,0,Almacenable,0,,,51181708,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,TOALLITAS LIMPIADORAS DE LAGRIMAS,KIROTOALAGRIMAS,KIRO,100.8621,Unidades,SI ,7506345101035,TOALLITAS LIMPIADORAS DE LAGRIMAS,0,0,0,lo compramos,75.65,,Sí,si,30,15,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,GRUPO 3,,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,TOALLITAS LIMPIADORAS DE OREJAS,KIROTOAOREJAS,KIRO,100.8621,Unidades,SI ,7506345101028,TOALLITAS LIMPIADORAS DE OREJAS,0,0,0,lo compramos,72.698148,,Sí,si,30,15,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,GRUPO 3,,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,KIROFTAL TOBRA SOLUCION,KROOFTOBRA,KIRO,162,Unidades,SI ,7506345101141,KIROFTAL TOBRA SOLUCION,0,0,0,lo compramos,45,,Sí,si,30,15,0,Almacenable,0,,,51101582,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,KIRKLAND SALMON Y CAMOTE  (AZUL) 15.87KG,KLANDADDOGA,KLAND,948.2759,Unidades,SI ,96619470976,KIRKLAND SALMON Y CAMOTE  (AZUL) 15.87KG,0,0,0,lo compramos,728.90246,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,Unidades,GRUPO 3,,,16,,,,1,ALIMENTOS,Unidades 1.000_Unidades
,KONG BISCUIT BALL LARGE,KONGBB1,KONG,438.7931,Unidades,SI ,35585111179,KONG BISCUIT BALL LARGE,0,0,0,lo compramos,227.384,,No,No,0,0,0,Almacenable,0,,,10111301,H87,0,,,,,Unidades,GRUPO 3,KONG,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,KONG KICKEROO PATTERN #1,KONGCR1,KONG,144.8276,Unidades,SI ,35585055503,KONG KICKEROO PATTERN #1,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111301,H87,0,,,,,Unidades,GRUPO 3,KONG,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,KONG CRINKLE FISH,KONGCW44,KONG,144.8276,Unidades,SI ,35585450452,KONG CRINKLE FISH,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111301,H87,0,,,,,Unidades,GRUPO 3,KONG,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,KONG DENTAL LARGE,KONGDK1,KONG,416.3793,Unidades,SI ,35585121116,KONG DENTAL LARGE,0,0,0,lo compramos,216.016,,No,No,0,0,0,Almacenable,0,,,10111301,H87,0,,,,,Unidades,GRUPO 3,KONG,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,KONG DENTAL X-LARGE,KONGDXL,KONG,540.5172,Unidades,SI ,35585121017,KONG DENTAL X-LARGE,0,0,0,lo compramos,280.992,,No,No,0,0,0,Almacenable,0,,,10111301,H87,0,,,,,Unidades,GRUPO 3,KONG,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,KONG EXTREME MEDIUM,KONGK2,KONG,278.4483,Unidades,SI ,35585111148,KONG EXTREME MEDIUM,0,0,0,lo compramos,144.744,,No,No,0,0,0,Almacenable,0,,,10111301,H87,0,,,,,Unidades,GRUPO 3,KONG,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,KONG DENTAL STICK  LARGE,KONGKD1,KONG,273.2759,Unidades,SI ,35585121123,KONG DENTAL STICK  LARGE,0,0,0,lo compramos,142.312,,No,No,0,0,0,Almacenable,0,,,10111301,H87,0,,,,,Unidades,GRUPO 3,KONG,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,KONG JUMP'N JACK  LARGE,KONGKJ1,KONG,380.1724,Unidades,SI ,35585127323,KONG JUMP'N JACK  LARGE,0,0,0,lo compramos,197.096,,No,No,0,0,0,Almacenable,0,,,10111301,H87,0,,,,,Unidades,GRUPO 3,KONG,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,KONG PUPPY FLYER,KONGKP15,KONG,231.8966,Unidades,SI ,35585131160,KONG PUPPY FLYER,0,0,0,lo compramos,120.152,,No,No,0,0,0,Almacenable,0,,,10111301,H87,0,,,,,Unidades,GRUPO 3,KONG,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,KONG PUPPY ACTIVITY BALL SMALL,KONGKP32,KONG,216.3793,Unidades,SI ,,KONG PUPPY ACTIVITY BALL SMALL,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111301,H87,0,,,,,Unidades,GRUPO 3,KONG,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,KONG STUFF-A-BALL LARGE,KONGKS1,KONG,36.2069,Unidades,SI ,35585141114,KONG STUFF-A-BALL LARGE,0,0,0,lo compramos,216.032,,No,No,0,0,0,Almacenable,0,,,10111301,H87,0,,,,,Unidades,GRUPO 3,KONG,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,KONG STUFF-A-BALL MEDIUM,KONGKS2,KONG,320.6897,Unidades,SI ,35585141213,KONG STUFF-A-BALL MEDIUM,0,0,0,lo compramos,189.952,,No,No,0,0,0,Almacenable,0,,,10111301,H87,0,,,,,Unidades,GRUPO 3,KONG,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,KONG SATELLITE,KONGPD2,KONG,322.4138,Unidades,SI ,,KONG SATELLITE,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111301,H87,0,,,,,Unidades,GRUPO 3,KONG,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,KONG TILTZ LARGE,KONGPTZ1,KONG,395.6897,Unidades,SI ,35585034249,KONG TILTZ LARGE,0,0,0,lo compramos,244.688,,No,No,0,0,0,Almacenable,0,,,10111301,H87,0,,,,,Unidades,GRUPO 3,KONG,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,KONG CAT  WOBBLER,KONGPW4,KONG,426.7241,Unidades,SI ,35585117003,KONG CAT  WOBBLER,0,0,0,lo compramos,221.696,,No,No,0,0,0,Almacenable,0,,,10111301,H87,0,,,,,Unidades,GRUPO 3,KONG,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,KONG HUGGA WUBBA CAT,KONGWC5,KONG,152.5862,Unidades,SI ,35585451008,KONG HUGGA WUBBA CAT,0,0,0,lo compramos,31.6736,,No,No,0,0,0,Almacenable,0,,,10111301,H87,0,,,,,Unidades,GRUPO 3,KONG,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,KONG ZINGER,KONGZR1,KONG,216.3793,Unidades,SI ,35585112251,KONG ZINGER,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111301,H87,0,,,,,Unidades,GRUPO 3,KONG,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,CANIS FULL SPOT 11-25KG PIPETA,LABCANFULL11-25,LABYE,380,Unidades,SI ,7798176423138,CANIS FULL SPOT 11-25KG PIPETA,0,0,0,lo compramos,213.236857,,Sí,si,30,15,0,Almacenable,0,,,,H87,0,,,,,Unidades,GRUPO 3,LABYES,Imidacloprid/Ivermectina/Praziquantel,16,,,,1,,Unidades 1.000_Unidades
,CANIS FULL SPOT 5-10KG PIPETA,LABCANFULL5-10,LABYE,360,Unidades,SI ,7798176423121,CANIS FULL SPOT 5-10KG PIPETA,0,0,0,lo compramos,205.2025,,Sí,si,30,15,0,Almacenable,0,,,,H87,0,,,,,Unidades,GRUPO 3,LABYES,Imidacloprid/Ivermectina/Praziquantel,0,,,,1,,Unidades 1.000_Unidades
,CANIS FULL SPOT 26 A 40 KG,LABCANFULL26-40,LABYE,0,Unidades,SI ,,CANIS FULL SPOT 26 A 40 KG,0,0,0,lo compramos,182.55,,Sí,si,30,15,0,Almacenable,0,,,42121600,H87,0,,,,,Unidades,GRUPO 3,LABYES,Imidacloprid/Ivermectina/Praziquantel,16,,,,1,,Unidades 1.000_Unidades
,CIPROVET 5ML,LABCIPRO,LABYE,370,Unidades,SI ,7798176422780,CIPROVET 5ML,0,0,0,lo compramos,264.508578,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,LABYES,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,CONDROITIN SULFATO INYECTABLE,LABCON,LABYE,910,Unidades,SI ,7798176422728,CONDROITIN SULFATO INYECTABLE,0,0,0,lo compramos,425.166667,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,LABYES,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,CREMA 6A 15G,LABCREM6A,LABYE,225,Unidades,SI ,7798176423022,CREMA 6A 15G,0,0,0,lo compramos,150.377514,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,LABYES,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,FELINE ENDOSPOT 1 - 2 KG,LABFELEND1-2,LABYE,245,Unidades,SI ,7798176423169,FELINE ENDOSPOT 1 - 2 KG,0,0,0,lo compramos,69.126294,,Sí,si,30,15,0,Almacenable,0,,,51101700,H87,0,,,,,Unidades,GRUPO 3,LABYES,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,FELINE ENDOSPOT 2 - 5 KG,LABFELEND2-5,LABYE,280,Unidades,SI ,7798176423176,FELINE ENDOSPOT 2 - 5 KG,0,0,0,lo compramos,290,,Sí,si,30,15,0,Almacenable,0,,,51101700,H87,0,,,,,Unidades,GRUPO 3,LABYES,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,FELINE ENDOSPOT +5 KG,LABFELEND5,LABYE,310,Unidades,SI ,7798176423183,FELINE ENDOSPOT +5 KG,0,0,0,lo compramos,144,,Sí,si,30,15,0,Almacenable,0,,,51101700,H87,0,,,,,Unidades,GRUPO 3,LABYES,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,FELINE FULLSPOT 1-2 KG,LABFELFULL1-2,LABYE,340,Unidades,SI ,7798176423190,FELINE FULLSPOT 1-2 KG,0,0,0,lo compramos,148.591556,,Sí,si,30,15,0,Almacenable,0,,,51101700,H87,0,,,,,Unidades,GRUPO 3,LABYES,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,FELINE FULLSPOT 2 - 5 KG,LABFELFULL2-5,LABYE,400,Unidades,SI ,7798176423206,FELINE FULLSPOT 2 - 5 KG,0,0,0,lo compramos,179.945453,,Sí,si,30,15,0,Almacenable,0,,,51101700,H87,0,,,,,Unidades,GRUPO 3,LABYES,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,FELINE FULLSPOT +5 KG,LABFELFULL5,LABYE,440,Unidades,SI ,7798176423213,FELINE FULLSPOT +5 KG,0,0,0,lo compramos,209.884248,,Sí,si,30,15,0,Almacenable,0,,,51101700,H87,0,,,,,Unidades,GRUPO 3,LABYES,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,GERIOOX,LABGERI,LABYE,990,Unidades,SI ,7798176422902,GERIOOX,0,0,0,lo compramos,540.722932,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,LABYES,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,OCUBIOTIC,LABOCUB,LABYE,265,Unidades,SI ,7798176422742,OCUBIOTIC,0,0,0,lo compramos,167.437037,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,LABYES,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,OSTEOCART PLUS 30 COMP,LABOSTEO30,LABYE,750,Unidades,SI ,7798176422940,OSTEOCART PLUS 30 COMP,0,0,0,lo compramos,541.982343,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,LABYES,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,OTIFLEX C 25 ML,LABOTIF25ML,LABYE,485,Unidades,SI ,7798176422735,OTIFLEX C 25 ML,0,0,0,lo compramos,313.167798,,Sí,si,30,15,0,Almacenable,0,,,,H87,0,,,,,Unidades,GRUPO 3,LABYES,,0,,,,1,,Unidades 1.000_Unidades
,OTIFLEX LIMPIADOR 100ML,LABOTIFLIM100ML,LABYE,245,Unidades,SI ,7798176420618,OTIFLEX LIMPIADOR 100ML,0,0,0,lo compramos,120.66019,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,LABYES,,0,,,,1,,Unidades 1.000_Unidades
,TAU OFTALMICO CON ESTEROIDE,LABTAUES,LABYE,235,Unidades,SI ,7798176422766,TAU OFTALMICO CON ESTEROIDE,0,0,0,lo compramos,129.376637,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,LABYES,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,TAU OFTALMICO SIN ESTEROIDE,LABTAUSINES,LABYE,215,Unidades,SI ,7798176422759,TAU OFTALMICO SIN ESTEROIDE,0,0,0,lo compramos,136.532706,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,LABYES,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,TEARS,LABTEARS,LABYE,320,Unidades,SI ,7798176422773,TEARS,0,0,0,lo compramos,221.088194,,Sí,si,30,15,0,Almacenable,0,,,51121820,H87,0,,,,,Unidades,GRUPO 3,LABYES,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,TOBRAMAX 5 ML,LABTOBRAMAX,LABYE,350,Unidades,SI ,7798176422797,TOBRAMAX 5 ML,0,0,0,lo compramos,218.876651,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,LABYES,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,TRIHEPAT 100 ML,LABTRIH100,LABYE,495,Unidades,SI ,7798176423039,TRIHEPAT 100 ML,0,0,0,lo compramos,292.005486,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,LABYES,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,LABYDER PREMIUM COVER 2 ML MENOS DE 20 K,LABYDCO2ML,LABYE,195,Unidades,SI ,,LABYDER PREMIUM COVER 2 ML MENOS DE 20 K,0,0,0,lo compramos,146.25,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,LABYES,,0,,,,1,,Unidades 1.000_Unidades
,"LABYDER PREMIUM COVER 4 ML MAS DE 20 KG
",LABYDCO4ML,LABYE,225,Unidades,SI ,,"LABYDER PREMIUM COVER 4 ML MAS DE 20 KG
",0,0,0,lo compramos,0.1,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,LABYES,,0,,,,1,,Unidades 1.000_Unidades
,VIRATEC 10CV + 4L,LAP10CV,LAPIS,158,Unidades,SI ,,VIRATEC 10CV + 4L,0,0,0,lo compramos,111.805829,,Sí,si,30,15,0,Almacenable,0,,,51201600,H87,0,,,,,Unidades,GRUPO 2,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,VIRATEC 6 CV,LAP6CV,LAPIS,142,Unidades,SI ,,VIRATEC 6 CV,0,0,0,lo compramos,99.794501,,Sí,si,30,15,0,Almacenable,0,,,51201600,H87,0,,,,,Unidades,GRUPO 2,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DERMOSCENT AROMA CALM CAT,LAPARCACAT,LAPIS,757,Unidades,SI ,3760098110292,DERMOSCENT AROMA CALM CAT,0,0,0,lo compramos,410.824143,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DERMOSCENT AROMA CALM DOG,LAPARCDOG,LAPIS,865,Unidades,SI ,3760098110308,DERMOSCENT AROMA CALM DOG,0,0,0,lo compramos,413.101228,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DERMOSCENT ATOP 7 SPRAY,LAPATOP,LAPIS,908,Unidades,SI ,3760098110216,DERMOSCENT ATOP 7 SPRAY,0,0,0,lo compramos,475.004233,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"DERMOSCENT ATOP 7 SHAMPOO 200 ML
",LAPATOPSH,LAPIS,400,Unidades,SI ,3760098110469,"DERMOSCENT ATOP 7 SHAMPOO 200 ML
",0,0,0,lo compramos,250.716886,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,,,16,,,,1,,Unidades 1.000_Unidades
,DERMOSCENT BIO BALM,LAPBIO,LAPIS,729,Unidades,SI ,3760098110209,DERMOSCENT BIO BALM,0,0,0,lo compramos,392.808902,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,VIRATEC DP,LAPDP,LAPIS,450,Unidades,SI ,,VIRATEC DP,0,0,0,lo compramos,125.644327,,Sí,si,30,15,0,Almacenable,0,,,42121600,H87,0,,,,,Unidades,GRUPO 2,,,0,,,,1,,Unidades 1.000_Unidades
,DERMOSCENT EFA PHYSIO SHAMPOO 200 ML,LAPEFASH4,LAPIS,276.7241,Unidades,SI ,3760098110483,DERMOSCENT EFA PHYSIO SHAMPOO 200 ML,0,0,0,lo compramos,136.503959,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DERMOSCENT ESSENTIAL 6 SHAMPOO 200 ML,LAPESS6SHA3,LAPIS,285.3448,Unidades,SI ,3760098110476,DERMOSCENT ESSENTIAL 6 SHAMPOO 200 ML,0,0,0,lo compramos,148.588245,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DERMOSCENT ESSENTIAL MOUSSE CATS,LAPESSCAT,LAPIS,498,Unidades,SI ,3760098110087,DERMOSCENT ESSENTIAL MOUSSE CATS,0,0,0,lo compramos,255.85,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DERMOSCENT ESSENTIAL MOUSSE DOGS,LAPESSDOGS,LAPIS,540,Unidades,SI ,3760098110094,DERMOSCENT ESSENTIAL MOUSSE DOGS,0,0,0,lo compramos,255.85,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DERMOSCENT PYO SPOT 10 (0 - 10),LAPPYO10,LAPIS,942,Unidades,SI ,3760098110322,DERMOSCENT PYO SPOT 10 (0 - 10),0,0,0,lo compramos,347.269341,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DERMOSCENT PYO SPOT 20 (10 - 20),LAPPYO20,LAPIS,1120,Unidades,SI ,3760098110339,DERMOSCENT PYO SPOT 20 (10 - 20),0,0,0,lo compramos,398.567474,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DERMOSCENT PYO SPOT 40 (20 - 40),LAPPYO40,LAPIS,1332,Unidades,SI ,3760098110346,DERMOSCENT PYO SPOT 40 (20 - 40),0,0,0,lo compramos,512.259688,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DERMOSCENT PYO CLEAN OTO,LAPPYOOTO,LAPIS,659,Unidades,SI ,3760098110377,DERMOSCENT PYO CLEAN OTO,0,0,0,lo compramos,373.59168,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DERMOSCENT PYO CLEAN SHAMPOO 200 ML,LAPPYOSHAM9,LAPIS,295.6897,Unidades,SI ,3760098110452,DERMOSCENT PYO CLEAN SHAMPOO 200 ML,0,0,0,lo compramos,139.976043,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,RABILAP,LAPRAB,LAPIS,46,Unidades,SI ,,RABILAP,0,0,0,lo compramos,26.509957,,Sí,si,30,15,0,Almacenable,0,,,51201600,H87,0,,,,,Unidades,GRUPO 2,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,DERMOSCENT ESSENTIAL 6 SPOT ON CATS,LAPSPOTCAT,LAPIS,750,Unidades,SI ,3760098110049,DERMOSCENT ESSENTIAL 6 SPOT ON CATS,0,0,0,lo compramos,417.889357,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
